到餐客户ID,门店ID,门店名称,门店分层,大区,区域,代理城市,签约私海BD,c2是否签约,外卖客户ID,BD是否有搜索权限,平台客户ID
52669489,570592292,三里香牛肉面,下沉城市商家,北部大区,甘青新区域,嘉峪关,陈嘉欣,1,24374000,1,1146157638
3852184,76982333,泰国餐厅,下沉城市商家,南部大区,云南区域,瑞丽,陈明龙,1,23145393,1,1003561416
51680921,96254886,春华羊肉馆,下沉城市商家,南部大区,云南区域,嵩明县,赵瑞阁,0,23061029,1,1114764389
53865245,182464083,春风澧家宴餐厅（吉立浅水湾店）,下沉城市商家,南部大区,湖南区域,澧县,钟荣荣,1,,1,1164930010
52397612,668117839,焦本味·铁板焦饭（大冶伍桥店）,下沉CKA品牌门店,南部大区,湖北区域,大冶市,刘悦,0,23986261,0,1128940260
49027175,1365582018,栗满多（鄂州龙华路店）,下沉CKA品牌门店,南部大区,湖北区域,鄂州,罗文聪,0,22842859,0,1076725150
49934505,1355331651,老牌·富源酸菜脆皮猪脚（银杏人家店）,下沉城市商家,南部大区,云南区域,嵩明县,付友,0,,1,1096375714
46355359,1542582578,转角咖啡（皖河路店）,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,22895659,1,1056169550
49452426,1315906166,依家泡菜（宝悦乐城店）,下沉城市商家,南部大区,湖南区域,津市市,胡明,0,22963023,1,1087564803
49518911,815976663,鲜五季（百花二期店）,下沉城市商家,南部大区,湖北区域,大冶市,黄雨萱,0,23124530,1,1088113665
50855822,674654756,逅来由你·精酿小站,下沉城市商家,北部大区,甘青新区域,嘉峪关,刘芳,0,22943472,1,1106482638
53949147,1024059371316840,旺角烧烤,下沉城市商家,南部大区,湖北区域,天门,孙傲,1,,1,1172116862
51648114,1036164613,皇冠蛋糕（青合锦城店）,下沉城市商家,南部大区,云南区域,镇雄县,杜代奇,0,25472721,1,1115440922
51656196,94528216,老伍餐馆,下沉城市商家,南部大区,湖北区域,通城,胡钦,0,22985332,1,1114519228
863723,5373349,黑色经典（湛月店）,下沉CKA品牌门店,南部大区,湖北区域,大冶市,张雷鸣,0,26392007,1,1000833572
53662735,920534536,新式烤串（桑植店）,下沉城市商家,南部大区,湖南区域,桑植县,钟耀华,0,27194905,1,1161278589
44651473,193983169,麦卡姆汉堡店,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,0,25797338,1,1010622776
51469268,194781533,老友记潮汕牛肉火锅（高安店）,下沉城市商家,南部大区,江西区域,高安市,陈俊慧,1,23321019,1,1113361737
40388677,1027495586348959,启焙森生日蛋糕（长城西路店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,王小龙,0,25172180,0,1004578833
49577015,96801830,三棵树餐饮船,下沉城市商家,南部大区,湖北区域,丹江口市,於海燕,0,23279939,1,1089318370
53535254,1976849618,师宗县徐师傅辣卤餐饮店,下沉城市商家,南部大区,云南区域,师宗县,阮琳娜,1,26983456,1,1158441925
51723494,69597490,豆花妈妈（中央商场店）,下沉城市商家,南部大区,湖北区域,大冶市,张雷鸣,1,23058407,0,1113296637
51451843,1726705074,云桂坊山庄,下沉城市商家,南部大区,湖北区域,丹江口市,於海燕,0,23277138,1,1113858842
53536890,1727883437,元气果仓,下沉城市商家,南部大区,湖北区域,天门,陈亨,1,26985647,0,1159041888
45142969,976224579,天麻火腿鸡,下沉城市商家,南部大区,云南区域,嵩明县,付友,0,,1,1036360901
49763654,1094577296,黄蜀郎鸡公煲（孝子里店）,下沉CKA品牌门店,南部大区,湖北区域,天门,孙傲,0,22935804,0,1097125126
49866091,1462016311,卤巧儿（雨润店）,下沉CKA品牌门店,南部大区,湖北区域,大冶市,刘悦,0,25843417,1,1097138057
44393939,189905150,恋一鸭爪爪（农垦路店）,下沉城市商家,南部大区,云南区域,瑞丽,陈明龙,0,23073208,1,1009566167
54336496,1022774656662196,线上花甲新派花甲粉,下沉城市商家,北部大区,甘青新区域,嘉峪关,王小龙,0,,1,1177360693
52075073,1218596673,堂口老火锅,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,1,23547321,1,1115546412
48238135,1162112655,唐记柴火鸡,下沉城市商家,南部大区,云南区域,镇雄县,杜代奇,0,25765617,1,1070959411
50998255,1648907828,川湘厨（金銮龙吟湾店）,下沉城市商家,南部大区,湖北区域,大冶市,刘悦,0,,1,1108653003
46180530,1745068937,糕尚酥（中商店）,下沉城市商家,南部大区,湖北区域,大冶市,肖微,0,25342218,1,1054993009
52710672,571070399,醉湘情烤鱼虾蟹,下沉城市商家,南部大区,湖南区域,慈利县,徐伟,0,24427202,1,1144564963
50859455,1076010914,湘火情柴火灶（龙陵店）,下沉城市商家,南部大区,云南区域,龙陵县,杨翠要,0,,1,1105983259
54079216,1024922770519242,缅甸迷踪蟹,下沉城市商家,南部大区,云南区域,瑞丽,李秋萍,0,,1,1173517918
51730573,946338620,广式肠粉,下沉城市商家,南部大区,湖北区域,丹江口市,於海燕,0,23332996,1,1115453630
52620461,1301783901,唐小燕手工酸奶铺,下沉城市商家,南部大区,湖北区域,丹江口市,李学锋,1,,1,1140137466
52023255,1776242861,苏掌柜串串香,下沉城市商家,南部大区,湖北区域,天门,田静媛,0,23469687,1,1116973494
50024467,190371689,师宗县高良大锅牛肉馆,下沉城市商家,南部大区,云南区域,师宗县,阮琳娜,0,23073255,1,1095732846
52917038,1602778170,河南烩面酸菜鱼大盘鸡,下沉城市商家,南部大区,湖北区域,鄂州,李书才,0,24700321,0,1144699706
49348120,885673571,临榆炸鸡腿（中百仓储店）,下沉CKA品牌门店,南部大区,湖北区域,鄂州,李书才,1,22841238,0,1083016383
51256943,1992674556,张记豆米火锅,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,0,,1,1107720667
50934417,1349704094,爱旗烘焙店（新华店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,李静,1,,1,1100989217
50103276,929625594,大叔馄饨,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,22895530,1,1103068227
45343028,96662802,馋小熊私房甜点蛋糕（福康彩虹城三期店）,下沉城市商家,南部大区,江西区域,高安市,熊康,1,,1,1039206583
3456441,88302589,维克乡村烘焙（保安店）,下沉城市商家,南部大区,湖北区域,大冶市,张雷鸣,0,23145474,1,1003363405
51575454,1273403538,98烧烤·特色土菜馆（环庐山路店）,下沉城市商家,南部大区,江西区域,星子,郝志鹏,0,13954108,0,1055981774
40533490,158785339,兄弟蟹钳（胜利二路店）,下沉城市商家,南部大区,湖北区域,天门,易清阳,1,23065758,1,1004652289
249498,87340393,梁子岛青山绿水酒店,下沉城市商家,南部大区,湖北区域,鄂州,李炎龙,0,24453291,1,1000326185
51741616,1002777533,一品香（中山商贸城店）,下沉城市商家,南部大区,江西区域,高安市,况国文,0,23367114,1,1113698032
53445233,1011221621960505,蛙之派·干锅牛蛙（黄梅武商店）,下沉城市商家,南部大区,湖北区域,黄梅县,王燕,1,26844240,1,1159113380
40539431,150449029,王子蛋糕（松竹街店）,下沉CKA品牌门店,南部大区,湖北区域,孝昌县,徐念,1,22931170,1,1003877159
54037308,1028354363495976,鲜炸堡·炸鸡汉堡·刨冰饮品（南门街店）,下沉城市商家,南部大区,福建区域,永定区,余美珠,0,,1,1173351441
40857246,1254219312,超哥羊肉馆·友锅卤虾（妇幼店）,下沉城市商家,南部大区,湖北区域,孝昌县,阳佳龙,0,,0,1005210984
48302728,1015525023544115,冒大仙川式麻辣烫（铜锣湾店）,下沉城市商家,南部大区,江西区域,星子,于丽娟,0,,0,1070734269
47345902,1897120126,岬麦（西湖店）,下沉城市商家,南部大区,湖北区域,天门,张彪,0,,0,1064088221
47723607,571189554,萃春疯（永定安宁店）,下沉CKA品牌门店,南部大区,福建区域,永定区,余美珠,0,,0,1066701510
51467306,891760157,砰砰砰新派炸串,下沉城市商家,特区,京津冀区域,宁河县,孟令鹏,0,23253070,1,1113112303
53695893,1267165381,安庆馄饨王（隽水派出所店）,下沉城市商家,南部大区,湖北区域,通城,胡钦,1,27247472,1,1165152259
54219799,1024501348833902,岭亿麻辣烫,下沉城市商家,特区,京津冀区域,宁河县,刘蕊,0,28078825,1,1174670994
52390769,1695872834,土八碗,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,1,,1,1128511634
48725635,515592794,麦卡轩蛋糕（书香名邸店）,下沉城市商家,南部大区,湖南区域,澧县,刘俊,0,22842228,1,1076210502
50696554,1908999309,山药米糕（公园世家店）,下沉城市商家,南部大区,湖北区域,大冶市,郭萍萍,0,25219204,1,1106111872
51883540,1343025222,一味云吞（丹江口店）,下沉城市商家,南部大区,湖北区域,丹江口市,於海燕,0,22720811,0,1114444087
52607735,1517274163,鑫朵颐三文鱼-横县鱼生,下沉城市商家,南部大区,湖北区域,黄梅县,黎仲,0,,1,1140901527
48883108,1930906767,汉江里·小渔村,下沉城市商家,南部大区,湖北区域,天门,田静媛,0,23195651,1,1077050188
40051715,621790014,云南米线,下沉城市商家,南部大区,江西区域,高安市,陈俊慧,0,,0,1004409557
53279497,1333177833,宜良脆皮烤鸭（民族街店）,下沉城市商家,南部大区,云南区域,瑞丽,陈明龙,1,25166108,1,1155880505
52738069,672050664,喜烧·BBQ&Bar,下沉城市商家,南部大区,云南区域,瑞丽,张炫,1,24463808,1,1146169508
51024858,974899934,瑞燕·姨妈热饮（甘肃嘉峪关店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,李静,1,,1,1101895458
50548071,1740716929,王大乔泡椒米线·小火锅（常德澧县万达店）,下沉CKA品牌门店,南部大区,湖南区域,澧县,刘俊,1,,0,1100241149
50064610,1595842696,Nana甜品蛋糕,下沉城市商家,南部大区,福建区域,永定区,余美珠,0,22929781,1,1102914418
40552061,158946464,尝回来羊肉米线总店（瑞丽总店）,下沉城市商家,南部大区,云南区域,瑞丽,张炫,0,,1,1003884196
53919572,1023204741803936,简悠小钵·茶餐厅（澧县店）,下沉城市商家,南部大区,湖南区域,澧县,周俊,1,27625482,1,1171855575
52369974,1081924116,六岔路小马烤肉,下沉城市商家,北部大区,甘青新区域,嘉峪关,李静,1,23951170,0,1120352513
54302934,1024493277541858,东芳赋·鲜果茶·鲜奶茶（第一中学店）,下沉城市商家,南部大区,云南区域,师宗县,阮琳娜,1,28204534,0,1174609981
53942819,1026210848201040,笨小渝居民楼火锅,下沉城市商家,南部大区,湖北区域,黄梅县,黎仲,0,27664709,1,1171464536
986165,6913877,意达利饼屋（中百店）,下沉城市商家,南部大区,湖北区域,大悟县,王咏,0,22924454,1,1000896252
52323558,1323421325,渔院餐厅,下沉城市商家,南部大区,湖北区域,黄梅县,黎仲,0,23891182,1,1117444727
53327880,1772959932,必来客（石桥路店）,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,1,25234157,1,1152867531
48213489,861657728,登奎锅边洋芋（嵩明总店）,下沉城市商家,南部大区,云南区域,嵩明县,徐福樑,0,,1,1070651643
52778834,1816514019,吉多烤肉铺,下沉城市商家,南部大区,湖南区域,桑植县,钟耀华,0,24520831,1,1145113993
43629483,179653283,东北饺子馆（嘉兴花园店）,下沉城市商家,南部大区,湖北区域,大冶市,张青松,0,23071518,1,1008811901
52603977,1575421137,瑞凯轩粤菜私房菜（通城店）,下沉城市商家,南部大区,湖北区域,通城,李隽,0,,1,1140433242
54204988,1024500577891943,蟹黄堡,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,0,28059386,1,1174812391
49384850,987029995,浣熊鲜生（水果·果切·果捞·天津宁河店）,下沉CKA品牌门店,特区,京津冀区域,宁河县,韩文博,0,22995359,0,1083464938
245115,637740409,京风尚老北京涮羊肉（孝昌店）,下沉城市商家,南部大区,湖北区域,孝昌县,樊迅,1,22908432,1,1000221660
53749541,1170967224,建泰园肥肠鸡火锅,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,1,27341330,1,1166576078
51470586,1060764593,伍桥大排档（伍桥还建楼B区店）,下沉城市商家,南部大区,湖北区域,大冶市,汪婷婷,0,23102012,1,1113361881
51667298,1779166830,古塔纽纽拉面（人民大道店）,下沉城市商家,南部大区,湖北区域,黄梅县,沈阳,0,,1,1114762521
50634584,1524933110,海鲜焖面（武当山店）,下沉城市商家,南部大区,湖北区域,丹江口市,李学锋,1,20055493,1,1094632199
51015142,1000537246,乐宁餐饮店,下沉城市商家,南部大区,云南区域,麻栗坡县,王俊娇,0,,1,1108855734
47588103,1274675848,芳姨百味（凯旋城店）,下沉城市商家,南部大区,江西区域,高安市,李玉萍,0,,1,1066432115
51186953,804981050,武当星光集市（特色小吃店）,下沉城市商家,南部大区,湖北区域,丹江口市,李学锋,0,,1,1110064117
54214782,1026639943560884,滋味楼（渔鲜小馆）,下沉城市商家,南部大区,江西区域,高安市,熊康,1,28072388,1,1174864305
49090919,1302890920,虾皇（大悟店）,下沉CKA品牌门店,南部大区,湖北区域,大悟县,王咏,1,23002061,1,1076999589
45517244,1346403425,怡口香赣派烤肉（帝景御园店）,下沉CKA品牌门店,南部大区,江西区域,星子,郝志鹏,0,22900354,1,1041088648
52920671,1234037756,梁山烧烤（聚义酒家）,下沉城市商家,南部大区,江西区域,高安市,陈俊慧,1,24708624,1,1151650374
50312915,902753614,朵麒麟柠檬茶（泸西休闲购物广场店）,下沉城市商家,南部大区,云南区域,泸西县,饶世红,0,23094603,1,1103088986
50896089,1877884062,本味羊肉米线,下沉城市商家,南部大区,云南区域,麻栗坡县,王俊娇,1,,1,1101286703
53928884,1015525054565234,烟火食堂,下沉城市商家,南部大区,云南区域,镇雄县,胡安安,0,,1,1172159233
50787263,625959474,胡子家饭铺（瑞阳新区东区店）,下沉城市商家,南部大区,江西区域,高安市,况国文,0,23629752,1,1101779102
52522770,187882729,刘姐石磨坊（万寿路店）,下沉城市商家,南部大区,湖南区域,津市市,胡明,0,,1,1140659207
51551594,532291653,圆楼圆农庄,下沉城市商家,南部大区,福建区域,永定区,余美珠,0,26659651,1,1113821521
709401,1922475023,顶食客（大润发店）,下沉本地连锁,南部大区,湖北区域,天门,陈亨,0,,1,1000554603
50036565,1444752737,嘟嘟家蛋糕,下沉城市商家,南部大区,湖北区域,通城,胡钦,0,20211355,1,1095425729
54343443,1929026519,四季味道,下沉城市商家,南部大区,湖北区域,大冶市,龚进,0,28266911,1,1177816311
53824790,1027089344,云凡浠·云南现舂野果鲜菌火锅,下沉城市商家,北部大区,甘青新区域,嘉峪关,刘芳,1,27473056,1,1170650609
49277131,99807006,渔乐香村（桥洞店）,下沉城市商家,南部大区,湖北区域,黄梅县,黎仲,0,22985704,1,1076143367
51615992,804009027,实习生油炸社,下沉城市商家,南部大区,湖南区域,澧县,钟荣荣,0,,1,1113581714
54109665,1024063278669695,寻味烧烤大排挡,下沉城市商家,南部大区,湖北区域,天门,田静媛,0,,1,1173076318
54037970,1027065109740890,小街一碗鲜羊肉米线,下沉城市商家,南部大区,云南区域,嵩明县,付友,0,27812410,1,1172752401
53147457,1572031877,桂芬老火锅,下沉城市商家,特区,京津冀区域,宁河县,刘蕊,0,24990733,1,1151641658
53741509,1785482680,吴记酸辣粉铺,下沉城市商家,南部大区,江西区域,高安市,熊康,1,,1,1166122726
48931695,1322471888,茗源居港式早晚茶,下沉城市商家,南部大区,云南区域,瑞丽,李秋萍,1,23203993,1,1076911534
52702588,1945469288,宋鸭子（天门岳口店）,下沉城市商家,南部大区,湖北区域,天门,邓子阳,0,,1,1146213564
54321618,184316074,爱饭（通城店）,下沉CKA品牌门店,南部大区,湖北区域,通城,王宁,0,28232043,1,1173813711
49894555,1023207747544970,来福小屋,下沉城市商家,特区,京津冀区域,宁河县,刘蕊,1,,1,1096418832
53459514,1240814724,辣动时代自助火锅清吧（嘉峪关店）,下沉CKA品牌门店,北部大区,甘青新区域,嘉峪关,刘芳,1,26867154,1,1158918562
50906168,1711239967,湘遇私厨（帝景御园店）,下沉城市商家,南部大区,江西区域,星子,于丽娟,0,23185916,1,1106339807
51519035,1381530575,半壁江山烤肉餐厅,下沉城市商家,北部大区,甘青新区域,静宁县,张艳朋,1,23170975,1,1112973652
46638943,1356552511,糕手匠·私人定制蛋糕（景东店）,下沉CKA品牌门店,南部大区,云南区域,景东彝族自治县,唐丽,0,23247285,0,1057856243
53749059,827240639,龙季重庆小面（姐岗路店）,下沉城市商家,南部大区,云南区域,瑞丽,陈丽英,1,27340477,1,1165410501
53698636,1017221713776406,野厨,下沉城市商家,南部大区,云南区域,瑞丽,陈明龙,1,,1,1166702995
54119618,1023642045320430,江湖虾王,下沉城市商家,南部大区,云南区域,瑞丽,陈丽英,1,,1,1169780888
51743299,1487811427,漫达烘焙（石桥路店）,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,0,23377612,1,1115364984
40005211,107227574,九泷漟·金筷子麻辣小吃宫（高安店）,下沉城市商家,南部大区,江西区域,高安市,刘金荣,0,,1,1004387653
50830751,1095228597,疆小爱新疆炒米粉,下沉城市商家,北部大区,甘青新区域,静宁县,张艳朋,1,,1,1101482941
52135654,1654299752,大冶市瑾仙女烘焙食品店,下沉城市商家,南部大区,湖北区域,大冶市,刘悦,0,23630520,1,1117029954
52390726,1159537689,山山本地小火锅,下沉城市商家,南部大区,江西区域,星子,郝志鹏,0,,1,1126641166
52778136,744216370,滋梨堂烤梨坊（安居路店）,下沉城市商家,南部大区,江西区域,高安市,况国文,1,,1,1146176394
53004540,1694224743,重庆麻辣红烧鱼,下沉城市商家,南部大区,湖南区域,慈利县,曾庆艮,0,24820614,1,1151564649
53692155,1827010865,三米粥铺（罗马街店）,下沉城市商家,南部大区,湖北区域,孝昌县,徐念,1,27241653,1,1166600944
49591075,1594895799,千层破酥包（迎宾路店）,下沉城市商家,南部大区,云南区域,泸西县,唐关玲,0,19296045,1,1089558496
53773957,1016787941535997,食全食美店,下沉城市商家,南部大区,江西区域,高安市,陈俊慧,0,,1,1167035883
50650225,1712433659,大嘴鸭头（安居店）,下沉城市商家,南部大区,江西区域,高安市,熊康,0,23244346,1,1101471622
49921512,1688262796,齐赞烤肠（伍桥还建楼B区店）,下沉城市商家,南部大区,湖北区域,大冶市,刘悦,0,23212358,1,1094594394
52050505,1352274028,武当一味·农家菜（武当山店）,下沉城市商家,南部大区,湖北区域,丹江口市,李学锋,0,23510837,1,1117612958
52701449,735465497,老乡烧烤（公务员小区店）,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,0,,1,1144213483
52644620,723091068,澧水谣,下沉城市商家,南部大区,湖南区域,慈利县,曾庆艮,0,24337214,1,1146802114
48101259,1185465457,尚味土菜馆（东林大佛店）,下沉城市商家,南部大区,江西区域,星子,郝志鹏,0,,1,1070353733
43384203,160408365,陕西味道·肉夹馍·黄焖鸡米饭（太和大道店）,下沉城市商家,南部大区,湖北区域,丹江口市,李学锋,0,25567523,1,1007767810
50999616,885514244,泸西小食辰小吃店,下沉城市商家,南部大区,云南区域,泸西县,唐关玲,0,23126171,1,1109496742
52046624,95334251,老地方（广场西路店）,下沉城市商家,南部大区,湖北区域,鄂州,罗文聪,1,23504548,1,1119722619
53988148,1023212780634703,华仔五彩花卷,下沉城市商家,南部大区,湖南区域,澧县,汪春久,1,27737157,1,1171983120
50078021,1154367460,三米粥铺（澧县店）,下沉城市商家,南部大区,湖南区域,澧县,钟荣荣,1,22841735,1,1102865601
53415474,1014197198309585,烫三江东北老式麻辣烫,下沉城市商家,南部大区,湖北区域,天门,易清阳,0,,1,1159655420
52489617,727316462,小仙鹿养生水铺,下沉城市商家,南部大区,湖南区域,澧县,周俊,1,24094744,1,1140257865
52958800,1026656569,憨鸭匠宜良土炉烤鸭嵩明店,下沉城市商家,南部大区,云南区域,嵩明县,赵瑞阁,1,,1,1151356738
50440352,1046947219,艾轻甜·木糖醇动物奶油生日蛋糕（澧县店）,下沉城市商家,南部大区,湖南区域,澧县,周俊,0,15056079,0,1059976392
53631634,182110242,花汀麻辣香锅（临泽颐景苑店）,下沉城市商家,北部大区,甘青新区域,临泽县,赵梦婷,1,27142315,1,1161869113
44033192,1275118535,彝州菌莊（时代广场店）,下沉城市商家,南部大区,云南区域,镇雄县,胡安安,0,26426191,1,1009213949
51181768,1145231775,格韵生鲜超市,下沉城市商家,南部大区,湖北区域,天门,孙傲,0,23219989,1,1108685443
49152370,1024071623280702,蟹捕快肉蟹煲（大冶吾悦店）,下沉城市商家,南部大区,湖北区域,大冶市,吴洵,0,,0,1081714318
40291901,106377016,特色私房菜馆（武当山店）,下沉城市商家,南部大区,湖北区域,丹江口市,李学锋,0,23274062,1,1003751006
51787641,1207738298,杂粮煎饼,下沉城市商家,北部大区,甘青新区域,永昌县,裴鹏飞,1,23163081,1,1115128399
50722751,1577571339,冉记广式烧腊隆江猪脚饭（吾悦广场店）,下沉城市商家,南部大区,湖北区域,大冶市,张青松,0,23220811,1,1101775659
52058572,1181847836,拾光食堂,下沉城市商家,南部大区,湖北区域,孝昌县,樊迅,0,,0,1117512796
46638943,629759994,糕手匠蛋糕（泸西店）,下沉CKA品牌门店,南部大区,云南区域,泸西县,唐关玲,0,23247285,0,1057856243
50890528,1024063493127321,荣膳荷贵州羊肉米线（镇雄伴山店）,下沉城市商家,南部大区,云南区域,镇雄县,岳瑶,1,22942983,0,1101436988
52499368,1861722814,清真.吃个烤肉拌饭,下沉城市商家,北部大区,甘青新区域,积石山保安族东乡族撒拉族自治县,肖文林,1,24130441,1,1140562644
50277908,104417990,美味源油渣火锅,下沉城市商家,南部大区,云南区域,镇雄县,杜代奇,0,26548771,1,1095345177
48054445,688984777,友一锅市井羊肉馆,下沉城市商家,南部大区,湖北区域,大冶市,刘悦,0,,0,1067897247
45904015,1023628723172116,擂饭（昆明杨林大学城店）,下沉CKA品牌门店,南部大区,云南区域,嵩明县,徐福樑,0,,0,1051876275
51212291,1946713502,冯记招牌水煮鱼（大冶吾悦步行街店）,下沉城市商家,南部大区,湖北区域,大冶市,黄雨萱,1,,1,1112132520
49703376,1835192608,巴蜀大当家鲜货火锅,下沉城市商家,南部大区,云南区域,瑞丽,陈丽英,0,17153874,1,1072805195
54227100,1026639655194024,采霖记,下沉城市商家,南部大区,云南区域,麻栗坡县,王俊娇,0,28089848,1,1176165501
53303204,1575831909,再香老坛泡菜鸡,下沉城市商家,南部大区,湖北区域,天门,田静媛,0,,1,1155979843
51902393,931055986,邱小文酥饼里脊（北淮淀店）,下沉城市商家,特区,京津冀区域,宁河县,韩文博,0,26443834,1,1115093970
52637765,1881765110,新建山餐厅,下沉城市商家,南部大区,江西区域,高安市,况国文,0,24327822,1,1147550251
51587866,1654487981,水泼牛肉,下沉城市商家,南部大区,云南区域,泸西县,唐关玲,0,23940838,1,1114651776
52887746,1565659055,向往甜鑫,下沉城市商家,南部大区,江西区域,高安市,刘金荣,0,24665042,1,1144544954
51809073,1434115341,野马烧烤,下沉城市商家,南部大区,江西区域,星子,于丽娟,0,,1,1114831907
2830622,42813409,巧乐缘蛋糕,下沉城市商家,南部大区,湖北区域,大悟县,王咏,0,22841572,0,1002220970
50991017,1552842650,味巴适万州烤鱼（龙保安置房店）,下沉城市商家,南部大区,云南区域,嵩明县,付友,0,,1,1101743108
1984601,42094465,澳泽烘焙（文化路店）,下沉本地连锁,北部大区,甘青新区域,临泽县,赵梦婷,0,22896230,1,1002585001
51588864,682340509,百点香（铜锣湾·SIONE新湾天地店）,下沉本地连锁,南部大区,江西区域,星子,于丽娟,0,,0,1114127038
49493736,874690846,失眠烧鸟屋（怡和路店）,下沉城市商家,南部大区,湖北区域,大冶市,黄雨萱,0,,0,1087369075
40226992,68800201,雨知源蛋糕店（儒学路店）,下沉城市商家,南部大区,湖北区域,大冶市,张雷鸣,0,,0,1004500328
46427385,166853491,印象生态茶餐厅（隆泰丽景苑店）,下沉城市商家,北部大区,甘青新区域,临泽县,赵梦婷,0,22897463,1,1056571634
52755625,1705706634,亨德烘焙,下沉城市商家,北部大区,甘青新区域,积石山保安族东乡族撒拉族自治县,肖文林,1,24488320,1,1145911525
52685887,1496866917,阿伟傣味烧烤,下沉城市商家,南部大区,云南区域,泸西县,唐关玲,0,24397427,1,1146210786
46023074,1144351779,漫點cake（玉源商厦店）,下沉城市商家,南部大区,湖北区域,鄂州,李炎龙,0,,1,1053237202
51869340,1197297388,麻栗坡食为乐牛肉馆（龙熙顺景店）,下沉城市商家,南部大区,云南区域,麻栗坡县,王俊娇,0,,1,1114590784
44973303,169658498,杨记大盘鸡（玉泉南路店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,闻俊祺,0,23014846,0,1027309731
49877335,6721936,邻家小院（都市·阳光花园店）,下沉城市商家,南部大区,湖北区域,大冶市,刘悦,0,23156109,1,1097718861
50342318,1590912936,畅亮早餐,下沉城市商家,南部大区,江西区域,高安市,刘金荣,0,23376748,1,1099663011
51592812,637646305,尕义久大盘鸡（癿藏店）,下沉本地连锁,北部大区,甘青新区域,积石山保安族东乡族撒拉族自治县,肖文林,0,22942312,1,1114177554
41268171,165685881,爱可西饼（还地桥店）,下沉城市商家,南部大区,湖北区域,大冶市,郭萍萍,0,23069040,1,1005416279
52376036,1394554958,笼王焖面（武当山店）,下沉城市商家,南部大区,湖北区域,丹江口市,李学锋,0,,1,1120652563
53552475,774530050,梅城土菜馆,下沉城市商家,南部大区,湖北区域,黄梅县,黎仲,0,,1,1152744209
53368665,1077936427,李家木屋烧烤店（澧县店）,下沉城市商家,南部大区,湖南区域,澧县,周俊,1,26729731,1,1152972112
48193888,1853164757,不可炸鸡BOOCUR CHICKEN（澧县万达店）,下沉CKA品牌门店,南部大区,湖南区域,澧县,钟荣荣,0,23669092,0,1069892500
51037130,1901019347,秦记粉馆,下沉城市商家,南部大区,湖南区域,津市市,胡明,0,,1,1109109669
46789536,922104871,劉家烧烤,下沉城市商家,南部大区,湖北区域,大冶市,龚进,0,,1,1060071340
50943351,42960636,云南过桥米线柳絮路店,下沉城市商家,南部大区,江西区域,星子,于丽娟,0,23107486,1,1106144985
51191037,184641132,柚见泡泡手作茶（武当山店）,下沉城市商家,南部大区,湖北区域,丹江口市,李学锋,0,23284653,0,1107412753
53834751,758061184,鼎涮天下鲜牛肉串串重庆老火锅,下沉城市商家,南部大区,江西区域,高安市,况国文,1,27491279,1,1169158981
54040732,1009919504741594,Saasea露娜花园,下沉城市商家,南部大区,江西区域,高安市,熊康,1,27816252,1,1173452811
53529020,163158781,阿丽娘烧烤,下沉城市商家,南部大区,云南区域,景东彝族自治县,唐丽,0,,1,1153042291
50890996,1823648266,铁锅炖土鸭,下沉城市商家,南部大区,湖北区域,通城,胡钦,0,,1,1106486590
54018994,1028783350866477,叙白·手作冰淇淋果茶（庐山秀峰大道店）,下沉城市商家,南部大区,江西区域,星子,郝志鹏,1,,0,1172192717
45517621,1029646667362158,优布劳（学仕府店）,下沉CKA品牌门店,南部大区,湖北区域,天门,张翩,0,22841865,0,1041497808
52269060,152697450,清秀水果批发,下沉城市商家,南部大区,江西区域,星子,于丽娟,0,,1,1118316268
41018712,164044040,蛋糕地带·金誉生日蛋糕（大冶市店）,下沉CKA品牌门店,南部大区,湖北区域,大冶市,张雷鸣,0,23067894,1,1004921071
44934897,195072313,后院·佬麻雀湘菜,下沉CKA品牌门店,北部大区,甘青新区域,嘉峪关,刘芳,1,22989741,1,1027854960
43132435,535338685,胖子面馆（五祖大道店）,下沉城市商家,南部大区,湖北区域,黄梅县,沈阳,0,,1,1007516217
53088115,1681206867,郭记鱼号师宗店（文华路店）,下沉城市商家,南部大区,云南区域,师宗县,阮琳娜,1,24915555,1,1150979393
51483642,1487309225,桃酥大王（西岳大道店）,下沉城市商家,南部大区,湖北区域,大悟县,林佳成,1,,1,1111436672
50695682,93335623,农家木桶饭（怀宁店）,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,22911867,1,1100974679
